Sarcastic	Translation
Fantastic! I've always wanted to deal with an unexpected plumbing issue!	"Unexpected plumbing issues are a huge inconvenience."" "
How splendid! Another 'quick' health check-up scheduled for two hours!	"Health check-ups are often longer than anticipated."" "
Wow! I just love fending off spiders in my car!	"Finding spiders in my car is quite unsettling."" "
Oh great! The fire alarm is going off just when I finally sit down to relax!	The fire alarm going off is extremely annoying.
Yay! The printer will no longer print in color when I need it!	Having the printer malfunction before needing it is frustrating.
Oh, how wonderful! I find a parking spot miles away from my destination!	"Having to park far from where I need to go is inconvenient."" "
Fantastic! My favorite coffee shop is closed on the one day I need it!	"I'm disappointed the coffee shop I rely on is unexpectedly closed."" "
Great! I didn't need to sleep last night anyway!	"Lack of sleep is affecting me negatively."" "
Wonderful! Just what I wanted—another phone upgrade I didn't ask for!	"Random upgrades can be inconvenient."" "
Amazing! Just when I got comfortable, someone starts vacuuming!	"Vacuuming can be very disruptive."" "
Oh yay! I can't wait for my relatives to provide unsolicited advice!	Unwanted advice from relatives can be irritating.
Fantastic! Another traffic light that decided not to change!	"Frustration grows when traffic lights don't function properly."" "
How great! A whole month to prepare for my tax filing!	"April feels like every year has too much pressure for filing taxes."" "
Yay! A random toy aisle breakdown in the store!	Toy aisle chaos can be confusing and annoying in stores.
Oh fantastic! Another email chain that distracts from my work!	"Long email chains can annoyingly distract from focus."" "
Wow! Isn't it just delightful to lose my favorite pen?	"Losing a favorite pen is frustrating."" "
Just what I wanted—a never-ending series of conference calls!	"Conference calls can drag on for too long."" "
Fantastic! I was totally looking forward to rushing to work in the rain!	"Rushing to work in the rain is not enjoyable."" "
Yay! Can't wait for laundry day to drag on forever!	"The process of doing laundry is time-consuming."" "
Oh how fun to sort through a pile of papers at the last minute!	"Having to sort through papers right before a deadline is stressful."" "
How nice! A surprise interruption during my online class!	"Unexpected interruptions during class can be disruptive."" "
Oh great! Just what I needed—another last-minute meeting!	Last-minute meetings can be deja vu for already busy schedules.
Fantastic! My lunch order just got messed up again!	"Incorrect lunch orders happen far too often."" "
Oh joy! Can't wait to argue with my partner about where to eat!	"Deciding where to eat can lead to disagreements."" "
How absolutely thrilling! I forgot to charge my phone last night!	"Not charging my phone leads to inconvenience."" "
How great! My Wi-Fi went down right as I began working!	"Losing Wi-Fi connection at work is extremely frustrating."" "
Wow! Who doesn't love cleaning a messy garage on a day off?	"Cleaning can be a drag during my time off."" "
Fantastic! I cannot wait to explain technical issues to non-tech people!	"Explaining technical issues to others can be frustrating at times."" "
Yay! Another day of my neighbor's loud music at an unbearable hour!	"Loud neighbors can be very disruptive."" "
Oh, how lovely! My phone just decided it needs to restart—at the worst moment!	"When my phone restarts at inconvenient times, it is annoying."" "
Wonderful! A surprise visit from the repairman, just as I started dinner!	"Unannounced guests can be disruptive when I'm cooking."" "
Fantastic! Just when I thought I was done, the laundry bin fills up again!	"Laundry seems never-ending."" "
Yay! A flat tire before my big road trip—just what I hoped for!	"Flat tires are a major inconvenience right before travel."" "
Oh joy! I'm just bubbling with excitement for this long meeting ahead!	"I dread long meetings that feel unnecessary."" "
Fabulous! The construction noise is exactly what I wanted to wake up to!	"Waking up to construction noise is annoying."" "
How lovely! I'll just take care of the unexpected family crisis!	"Family crises can be exhausting to handle."" "
Wow! Fantastic team spirit when everyone chats but does no work!	"When a team talks a lot but doesn't accomplish tasks, it gets frustrating."" "
Oh fantastic! My vacation just collided with my kids' school schedule!	"When vacation plans and school schedules clash, it creates stress."" "
Yay! Can't wait for my computer to freeze while I work on a deadline!	"Computer freezes during urgent work periods are incredibly frustrating."" "
How wonderful! Another email from a customer complaining about everything!	"Receiving complaints from customers can be draining."" "
Fantastic! Just what I wanted—a new ice cream flavor I can't spell!	"Complicated food names can be frustrating."" "
How marvelous! An unexpected homework assignment during my weekend!	"Weekend homework can ruin plans."" "
Yay! The old fridge is working great—NOT!	"The fridge is malfunctioning, causing problems."" "
Oh, how delightful! Another long line at the DMV on my day off!	"Long waits at the DMV can be extremely annoying."" "
Fantastic! Just what I wanted—a broken cufflink for the gala!	"My broken cufflink is frustrating before an important event."" "
How lovely! I love when surprises turn out to be more work!	"Surprises that require more effort can be annoying."" "
Yay! I can hardly contain my excitement over my new parking ticket!	"Getting parking tickets is disheartening."" "
Oh great! Just what I wanted—a surprise visit from the in-laws!	"Unannounced visits from relatives can be uncomfortable."" "
Wonderful! My store ran out of my go-to ingredient—just perfect!	"It's disappointing when stores have limited stock."" "
Fantastic! Who doesn't love finding out last minute that dinner is on them?	"It's frustrating when plans shift unexpectedly."" "
Oh yay! I love how my favorite show ended on a cliffhanger!	"Cliffhangers can be frustrating when waiting for the next season."" "
How charming! Another day of balancing work and life with a coffee in hand!	Juggling work and personal tasks alongside coffee can be tiring.
Yay! There's nothing like working on the weekend—so rewarding!	"Working on weekends can be a drain on free time."" "
